,Rooms,Type,Price,Method,SellerG,Sold_Year,Distance,Bathroom,Car,Landsize,CouncilArea,Regionname,Propertycount
9871,3,h,685000.0,S,Barry,2016,13.3,1.0,3.0,592.0,Brimbank City Council,Western Metropolitan,4217.0
9872,3,h,690000.0,S,hockingstuart,2016,13.3,1.0,3.0,629.0,Brimbank City Council,Western Metropolitan,4217.0
9873,5,h,605000.0,S,Barry,2016,13.3,2.0,2.0,661.0,Brimbank City Council,Western Metropolitan,4217.0
9874,3,h,808000.0,S,Sweeney,2016,13.3,1.0,2.0,692.0,Brimbank City Council,Western Metropolitan,4217.0
9875,3,h,790000.0,S,Purplebricks,2017,13.3,1.0,2.0,568.0,Brimbank City Council,Western Metropolitan,4217.0
9876,4,h,625000.0,PI,Douglas,2017,13.3,2.0,2.0,593.4889333778223,Brimbank City Council,Western Metropolitan,4217.0
9877,3,h,600000.0,VB,Stockdale,2016,13.3,1.0,2.0,751.0,Brimbank City Council,Western Metropolitan,4217.0
9878,3,h,650000.0,SP,GL,2016,13.3,1.0,0.0,598.0,Brimbank City Council,Western Metropolitan,4217.0
9879,4,h,640000.0,S,Barry,2016,13.3,1.0,1.0,609.0,Brimbank City Council,Western Metropolitan,4217.0
9881,4,h,736000.0,S,Barry,2016,13.3,1.0,2.0,615.0,Brimbank City Council,Western Metropolitan,4217.0
9882,3,h,605000.0,SP,Barry,2016,13.3,1.0,1.0,617.0,Brimbank City Council,Western Metropolitan,4217.0
9883,3,u,422000.0,PI,Barry,2016,13.3,2.0,2.0,593.4889333778223,Brimbank City Council,Western Metropolitan,4217.0
9884,3,h,650000.0,SP,Calder,2016,13.3,1.0,1.0,611.0,Brimbank City Council,Western Metropolitan,4217.0
9885,3,h,725000.0,S,GL,2016,13.3,1.0,1.0,668.0,Brimbank City Council,Western Metropolitan,4217.0
9886,2,h,715000.0,S,Douglas,2016,13.3,1.0,2.0,588.0,Brimbank City Council,Western Metropolitan,4217.0
9887,4,h,735000.0,S,Douglas,2016,13.3,2.0,5.0,635.0,Brimbank City Council,Western Metropolitan,4217.0
9888,3,h,635800.0,SP,Douglas,2016,13.3,1.0,1.0,602.0,Brimbank City Council,Western Metropolitan,4217.0
9890,3,h,432500.0,S,GL,2016,13.3,1.0,1.0,581.0,Brimbank City Council,Western Metropolitan,4217.0
9891,3,h,621000.0,S,Douglas,2016,13.3,1.0,1.0,619.0,Brimbank City Council,Western Metropolitan,4217.0
9892,3,h,490000.0,S,Douglas,2017,13.3,2.0,2.0,593.4889333778223,Brimbank City Council,Western Metropolitan,4217.0
9893,3,h,580000.0,SP,Barry,2017,13.3,1.0,1.0,0.0,Brimbank City Council,Western Metropolitan,4217.0
9894,3,h,680000.0,SP,Barry,2017,13.3,1.0,2.0,553.0,Brimbank City Council,Western Metropolitan,4217.0
9895,3,h,700000.0,S,Barry,2016,13.3,1.0,2.0,538.0,Brimbank City Council,Western Metropolitan,4217.0
9896,3,h,480000.0,S,Douglas,2016,13.3,2.0,2.0,593.4889333778223,Brimbank City Council,Western Metropolitan,4217.0
9897,3,h,650000.0,PI,Douglas,2016,13.3,1.0,2.0,476.0,Brimbank City Council,Western Metropolitan,4217.0
9898,5,h,1050000.0,S,Douglas,2016,13.3,2.0,2.0,593.4889333778223,Brimbank City Council,Western Metropolitan,4217.0
9899,2,h,1190000.0,S,YPA,2016,13.3,1.0,6.0,968.0,Brimbank City Council,Western Metropolitan,4217.0
9900,3,h,457000.0,S,Barry,2016,13.3,2.0,2.0,593.4889333778223,Brimbank City Council,Western Metropolitan,4217.0
9901,3,h,591000.0,S,First,2016,13.3,1.0,2.0,673.0,Brimbank City Council,Western Metropolitan,4217.0
9902,3,h,665000.0,S,Stockdale,2016,13.3,1.0,2.0,707.0,Brimbank City Council,Western Metropolitan,4217.0
9903,3,h,710000.0,S,GL,2016,13.3,1.0,1.0,610.0,Brimbank City Council,Western Metropolitan,4217.0
9904,3,h,545000.0,S,Sweeney,2016,13.3,2.0,2.0,593.4889333778223,Brimbank City Council,Western Metropolitan,4217.0
9906,3,h,650000.0,S,Barry,2016,13.3,2.0,2.0,593.4889333778223,Brimbank City Council,Western Metropolitan,4217.0
9907,4,h,705000.0,S,Douglas,2017,13.3,2.0,1.0,570.0,Brimbank City Council,Western Metropolitan,4217.0
9909,3,h,520000.0,S,Barry,2017,13.3,1.0,1.0,535.0,Brimbank City Council,Western Metropolitan,4217.0
9910,3,h,540000.0,PI,FN,2016,13.3,2.0,2.0,593.4889333778223,Brimbank City Council,Western Metropolitan,4217.0
9911,3,h,620000.0,SP,Douglas,2016,13.3,3.0,2.0,221.0,Brimbank City Council,Western Metropolitan,4217.0
9913,3,h,503000.0,S,Douglas,2016,13.3,1.0,1.0,251.0,Brimbank City Council,Western Metropolitan,4217.0
9914,3,h,700000.0,PI,Sweeney,2016,13.3,2.0,2.0,593.4889333778223,Brimbank City Council,Western Metropolitan,4217.0
9916,4,h,785000.0,S,Melbourne,2016,13.3,2.0,2.0,593.4889333778223,Brimbank City Council,Western Metropolitan,4217.0
9917,5,h,1000000.0,S,Douglas,2016,13.3,2.0,1.0,786.0,Brimbank City Council,Western Metropolitan,4217.0
9918,3,h,600000.0,S,Barry,2016,13.3,2.0,2.0,593.4889333778223,Brimbank City Council,Western Metropolitan,4217.0
9919,3,h,650000.0,VB,GL,2016,13.3,1.0,1.0,556.0,Brimbank City Council,Western Metropolitan,4217.0
9920,3,u,530000.0,S,Douglas,2016,13.3,2.0,2.0,593.4889333778223,Brimbank City Council,Western Metropolitan,4217.0
9921,3,h,871000.0,S,Douglas,2016,13.3,1.0,2.0,694.0,Brimbank City Council,Western Metropolitan,4217.0
9922,3,t,495000.0,SP,Barry,2016,13.3,2.0,2.0,593.4889333778223,Brimbank City Council,Western Metropolitan,4217.0
9923,4,h,661000.0,S,Sweeney,2016,13.5,2.0,2.0,593.4889333778223,Brimbank City Council,Western Metropolitan,6763.0
9924,3,h,496000.0,S,Barry,2016,13.5,1.0,2.0,780.0,Brimbank City Council,Western Metropolitan,6763.0
9925,3,h,488000.0,S,Barry,2016,13.5,1.0,2.0,538.0,Brimbank City Council,Western Metropolitan,6763.0
9927,3,h,560000.0,S,Barry,2016,13.5,1.0,3.0,582.0,Brimbank City Council,Western Metropolitan,6763.0
9928,3,h,478000.0,S,Barry,2016,13.5,2.0,2.0,593.4889333778223,Brimbank City Council,Western Metropolitan,6763.0
9929,3,h,615000.0,S,Melbourne,2016,13.5,2.0,6.0,667.0,Brimbank City Council,Western Metropolitan,6763.0
9932,3,t,450000.0,SP,Douglas,2016,13.5,3.0,1.0,344.0,Brimbank City Council,Western Metropolitan,6763.0
9933,3,h,531000.0,S,Greg,2016,13.5,2.0,2.0,593.4889333778223,Brimbank City Council,Western Metropolitan,6763.0
9934,3,h,581000.0,SP,Jas,2016,13.5,1.0,4.0,656.0,Brimbank City Council,Western Metropolitan,6763.0
9935,3,h,388500.0,S,Barry,2016,13.5,2.0,2.0,593.4889333778223,Brimbank City Council,Western Metropolitan,6763.0
9936,4,h,625000.0,S,Bells,2016,13.5,2.0,2.0,611.0,Brimbank City Council,Western Metropolitan,6763.0
9937,4,h,645400.0,S,Barry,2016,13.5,2.0,3.0,765.0,Brimbank City Council,Western Metropolitan,6763.0
9938,3,h,465000.0,S,Bells,2016,13.5,2.0,2.0,593.4889333778223,Brimbank City Council,Western Metropolitan,6763.0
9939,3,h,680000.0,S,Douglas,2016,13.5,1.0,2.0,726.0,Brimbank City Council,Western Metropolitan,6763.0
9940,3,h,605000.0,S,Sweeney,2016,13.5,2.0,2.0,593.4889333778223,Brimbank City Council,Western Metropolitan,6763.0
9941,3,h,490000.0,S,Barry,2016,13.5,2.0,2.0,593.4889333778223,Brimbank City Council,Western Metropolitan,6763.0
9942,3,h,620000.0,S,Bells,2016,13.5,1.0,4.0,699.0,Brimbank City Council,Western Metropolitan,6763.0
9943,3,h,470000.0,S,Douglas,2016,13.5,2.0,2.0,593.4889333778223,Brimbank City Council,Western Metropolitan,6763.0
9944,3,u,545000.0,S,Barry,2016,13.5,2.0,1.0,240.0,Brimbank City Council,Western Metropolitan,6763.0
9945,5,h,621000.0,SP,Barry,2016,13.5,2.0,2.0,596.0,Brimbank City Council,Western Metropolitan,6763.0
9946,3,h,515000.0,S,Barry,2016,13.5,1.0,1.0,620.0,Brimbank City Council,Western Metropolitan,6763.0
9947,3,h,611000.0,S,Douglas,2016,13.5,2.0,2.0,593.4889333778223,Brimbank City Council,Western Metropolitan,6763.0
9948,3,h,550000.0,S,Barry,2017,13.5,2.0,2.0,593.4889333778223,Brimbank City Council,Western Metropolitan,6763.0
9949,4,h,601000.0,S,Barry,2017,13.5,1.0,4.0,520.0,Brimbank City Council,Western Metropolitan,6763.0
9950,3,h,687000.0,S,Sweeney,2016,13.5,1.0,1.0,695.0,Brimbank City Council,Western Metropolitan,6763.0
9951,3,h,668000.0,S,Barry,2016,13.5,1.0,2.0,697.0,Brimbank City Council,Western Metropolitan,6763.0
9952,3,h,485000.0,S,hockingstuart,2016,13.5,4.0,2.0,482.0,Brimbank City Council,Western Metropolitan,6763.0
9954,4,h,510000.0,SP,Barry,2016,13.5,1.0,1.0,672.0,Brimbank City Council,Western Metropolitan,6763.0
9955,3,h,665000.0,S,Bells,2016,13.5,3.0,2.0,699.0,Brimbank City Council,Western Metropolitan,6763.0
9956,3,h,500000.0,SP,Barry,2016,13.5,1.0,1.0,541.0,Brimbank City Council,Western Metropolitan,6763.0
9957,4,h,670000.0,S,Bells,2016,13.5,2.0,2.0,593.4889333778223,Brimbank City Council,Western Metropolitan,6763.0
9959,3,h,825000.0,S,Barry,2016,13.5,1.0,0.0,792.0,Brimbank City Council,Western Metropolitan,6763.0
9960,3,h,480000.0,PI,Barry,2016,13.5,1.0,2.0,696.0,Brimbank City Council,Western Metropolitan,6763.0
9961,3,h,540000.0,PI,Barry,2016,13.5,2.0,2.0,593.4889333778223,Brimbank City Council,Western Metropolitan,6763.0
9962,3,h,555000.0,S,Barry,2016,13.5,2.0,2.0,593.4889333778223,Brimbank City Council,Western Metropolitan,6763.0
9964,3,h,544500.0,S,Melbourne,2016,13.5,2.0,2.0,696.0,Brimbank City Council,Western Metropolitan,6763.0
9966,2,u,345000.0,PI,Douglas,2016,13.5,1.0,1.0,593.4889333778223,Brimbank City Council,Western Metropolitan,6763.0
9967,4,h,621000.0,S,Barry,2016,13.5,1.0,1.0,700.0,Brimbank City Council,Western Metropolitan,6763.0
9968,3,h,575000.0,S,Douglas,2016,13.5,1.0,2.0,686.0,Brimbank City Council,Western Metropolitan,6763.0
9969,3,h,650000.0,SP,Prof.,2017,13.5,1.0,3.0,612.0,Brimbank City Council,Western Metropolitan,6763.0
9970,3,h,593000.0,S,Sweeney,2017,13.5,1.0,1.0,534.0,Brimbank City Council,Western Metropolitan,6763.0
9971,3,h,690000.0,S,Burnham,2017,13.5,1.0,0.0,540.0,Brimbank City Council,Western Metropolitan,6763.0
9972,3,h,625000.0,S,Bells,2017,13.5,1.0,2.0,650.0,Brimbank City Council,Western Metropolitan,6763.0
9973,3,h,660000.0,S,Douglas,2017,13.5,1.0,4.0,700.0,Brimbank City Council,Western Metropolitan,6763.0
9974,3,t,640000.0,S,Sweeney,2017,13.5,2.0,2.0,593.4889333778223,Brimbank City Council,Western Metropolitan,6763.0
9975,3,h,472500.0,SP,Biggin,2016,13.5,1.0,1.0,586.0,Brimbank City Council,Western Metropolitan,6763.0
9976,3,h,547500.0,S,Douglas,2016,13.5,1.0,2.0,603.0,Brimbank City Council,Western Metropolitan,6763.0
9977,3,h,590000.0,S,Sweeney,2016,13.5,2.0,4.0,697.0,Brimbank City Council,Western Metropolitan,6763.0
9978,3,h,540000.0,S,Barry,2016,13.5,2.0,2.0,593.4889333778223,Brimbank City Council,Western Metropolitan,6763.0
9979,1,h,280000.0,SP,Jas,2016,13.5,1.0,2.0,0.0,Brimbank City Council,Western Metropolitan,6763.0
9980,4,h,451500.0,S,Barry,2016,13.5,2.0,2.0,593.4889333778223,Brimbank City Council,Western Metropolitan,6763.0
9981,3,h,555000.0,S,Barry,2016,13.5,1.0,1.0,836.0,Brimbank City Council,Western Metropolitan,6763.0
9982,3,h,587000.0,S,Barry,2016,13.5,1.0,1.0,694.0,Brimbank City Council,Western Metropolitan,6763.0
9983,3,h,600000.0,PI,Bells,2016,13.5,2.0,2.0,579.0,Brimbank City Council,Western Metropolitan,6763.0
9984,3,h,622500.0,S,Douglas,2016,13.5,1.0,1.0,534.0,Brimbank City Council,Western Metropolitan,6763.0
9985,3,h,540000.0,SP,Barry,2016,13.5,2.0,2.0,593.4889333778223,Brimbank City Council,Western Metropolitan,6763.0
9986,2,u,455000.0,S,hockingstuart,2016,13.5,1.0,1.0,593.4889333778223,Brimbank City Council,Western Metropolitan,6763.0
9987,2,u,350000.0,S,Bells,2016,13.5,1.0,1.0,235.0,Brimbank City Council,Western Metropolitan,6763.0
9988,4,h,657000.0,S,hockingstuart,2017,13.5,2.0,4.0,651.0,Brimbank City Council,Western Metropolitan,6763.0
9989,3,h,795000.0,S,Sweeney,2017,13.5,1.0,2.0,739.0,Brimbank City Council,Western Metropolitan,6763.0
9990,3,h,682000.0,S,Barry,2016,13.5,1.0,1.0,694.0,Brimbank City Council,Western Metropolitan,6763.0
9992,3,h,520000.0,S,Barry,2016,13.5,1.0,2.0,691.0,Brimbank City Council,Western Metropolitan,6763.0
9993,3,h,470000.0,S,Homes,2016,13.5,1.0,1.0,591.0,Brimbank City Council,Western Metropolitan,6763.0
9994,3,h,400000.0,VB,Barry,2016,13.5,2.0,2.0,593.4889333778223,Brimbank City Council,Western Metropolitan,6763.0
9995,3,h,586000.0,S,Barry,2016,13.5,1.0,1.0,701.0,Brimbank City Council,Western Metropolitan,6763.0
9996,3,h,305000.0,SP,Jellis,2016,13.5,1.0,2.0,367.0,Brimbank City Council,Western Metropolitan,6763.0
9997,4,h,705000.0,S,Douglas,2016,13.5,2.0,4.0,759.0,Brimbank City Council,Western Metropolitan,6763.0
9998,3,h,486000.0,S,Barry,2016,13.5,1.0,2.0,539.0,Brimbank City Council,Western Metropolitan,6763.0
9999,4,h,645000.0,VB,Barry,2016,13.5,2.0,3.0,616.0,Brimbank City Council,Western Metropolitan,6763.0
10001,3,h,530000.0,S,Barry,2016,13.5,1.0,1.0,623.0,Brimbank City Council,Western Metropolitan,6763.0
10002,3,h,500000.0,SP,Barry,2016,13.5,1.0,2.0,627.0,Brimbank City Council,Western Metropolitan,6763.0
10003,3,t,510000.0,SP,Barry,2016,13.5,2.0,1.0,333.0,Brimbank City Council,Western Metropolitan,6763.0
10005,3,h,418000.0,SP,Calder,2016,13.5,2.0,2.0,593.4889333778223,Brimbank City Council,Western Metropolitan,6763.0
10006,5,h,715000.0,S,Douglas,2016,13.5,2.0,2.0,654.0,Brimbank City Council,Western Metropolitan,6763.0
10007,2,u,230000.0,PI,Barry,2016,13.5,1.0,1.0,593.4889333778223,Brimbank City Council,Western Metropolitan,6763.0
10008,3,h,545000.0,S,Barry,2016,13.5,1.0,2.0,512.0,Brimbank City Council,Western Metropolitan,6763.0
10009,2,u,462000.0,SP,Jas,2016,13.5,1.0,1.0,593.4889333778223,Brimbank City Council,Western Metropolitan,6763.0
10010,3,u,370000.0,S,Melbourne,2016,13.5,2.0,2.0,593.4889333778223,Brimbank City Council,Western Metropolitan,6763.0
10011,3,h,750500.0,S,Jas,2016,13.5,2.0,6.0,805.0,Brimbank City Council,Western Metropolitan,6763.0
10012,3,h,451000.0,S,Douglas,2016,13.5,1.0,6.0,655.0,Brimbank City Council,Western Metropolitan,6763.0
10013,4,h,2440000.0,S,Marshall,2016,11.2,3.0,2.0,596.0,Boroondara City Council,Southern Metropolitan,5457.0
10014,3,t,1110000.0,S,Fletchers,2016,11.2,2.0,2.0,401.0,Boroondara City Council,Southern Metropolitan,5457.0
10015,4,h,2128000.0,S,Fletchers,2016,11.2,3.0,2.0,771.0,Boroondara City Council,Southern Metropolitan,5457.0
10016,3,h,2009000.0,S,Noel,2016,11.2,1.0,2.0,843.0,Boroondara City Council,Southern Metropolitan,5457.0
10017,5,h,2200000.0,VB,RT,2016,11.2,3.0,2.0,735.0,Boroondara City Council,Southern Metropolitan,5457.0
10019,3,t,1330500.0,S,Fletchers,2016,11.2,2.0,2.0,226.0,Boroondara City Council,Southern Metropolitan,5457.0
10020,3,t,1325000.0,SP,Fletchers,2016,11.2,2.0,1.0,302.0,Boroondara City Council,Southern Metropolitan,5457.0
10022,3,u,930000.0,S,Fletchers,2016,11.2,2.0,2.0,252.0,Boroondara City Council,Southern Metropolitan,5457.0
10023,2,u,640000.0,VB,Jellis,2017,11.2,1.0,1.0,0.0,Boroondara City Council,Southern Metropolitan,5457.0
10025,2,u,745000.0,S,Jellis,2017,11.2,1.0,1.0,161.0,Boroondara City Council,Southern Metropolitan,5457.0
10028,3,h,2100000.0,S,hockingstuart,2016,11.2,2.0,2.0,1255.0,Boroondara City Council,Southern Metropolitan,5457.0
10029,3,h,1700000.0,VB,Fletchers,2016,11.2,1.0,1.0,763.0,Boroondara City Council,Southern Metropolitan,5457.0
10030,4,h,2500000.0,VB,Jellis,2016,11.2,2.0,2.0,783.0,Boroondara City Council,Southern Metropolitan,5457.0
10031,3,h,1910000.0,S,Marshall,2016,11.2,2.0,1.0,404.0,Boroondara City Council,Southern Metropolitan,5457.0
10032,2,h,1018000.0,S,RT,2016,11.2,1.0,2.0,391.0,Boroondara City Council,Southern Metropolitan,5457.0
10034,4,h,2200000.0,S,Jellis,2016,11.2,2.0,2.0,734.0,Boroondara City Council,Southern Metropolitan,5457.0
10035,3,u,736000.0,S,Barry,2016,11.2,1.0,2.0,195.0,Boroondara City Council,Southern Metropolitan,5457.0
10039,2,u,770000.0,S,Fletchers,2016,11.2,1.0,1.0,156.0,Boroondara City Council,Southern Metropolitan,5457.0
10040,4,h,2345000.0,S,Marshall,2016,11.2,2.0,2.0,798.0,Boroondara City Council,Southern Metropolitan,5457.0
10041,4,h,2860000.0,S,Marshall,2016,11.2,2.0,2.0,779.0,Boroondara City Council,Southern Metropolitan,5457.0
10042,3,t,1453000.0,S,Fletchers,2016,11.2,2.0,2.0,593.4889333778223,Boroondara City Council,Southern Metropolitan,5457.0
10044,4,h,1530000.0,S,Fletchers,2016,11.2,2.0,2.0,486.0,Boroondara City Council,Southern Metropolitan,5457.0
10045,4,h,1930000.0,PI,Ray,2016,11.2,2.0,2.0,867.0,Boroondara City Council,Southern Metropolitan,5457.0
10046,4,h,1812500.0,S,Marshall,2016,11.2,2.0,2.0,715.0,Boroondara City Council,Southern Metropolitan,5457.0
10047,2,u,760000.0,S,Noel,2016,11.2,1.0,1.0,681.0,Boroondara City Council,Southern Metropolitan,5457.0
10048,2,t,711000.0,S,Noel,2016,11.2,1.0,1.0,593.4889333778223,Boroondara City Council,Southern Metropolitan,5457.0
10049,4,h,1300000.0,VB,Fletchers,2016,11.2,2.0,2.0,809.0,Boroondara City Council,Southern Metropolitan,5457.0
10050,3,h,1864000.0,S,Jellis,2016,11.2,2.0,1.0,405.0,Boroondara City Council,Southern Metropolitan,5457.0
10052,3,h,2200000.0,VB,Fletchers,2016,11.2,2.0,4.0,816.0,Boroondara City Council,Southern Metropolitan,5457.0
10054,3,h,1960000.0,S,Marshall,2016,11.2,2.0,2.0,585.0,Boroondara City Council,Southern Metropolitan,5457.0
10055,2,h,680000.0,PI,Noel,2016,11.2,1.0,1.0,387.0,Boroondara City Council,Southern Metropolitan,5457.0
10056,4,h,1455000.0,S,Jellis,2016,11.2,2.0,1.0,494.0,Boroondara City Council,Southern Metropolitan,5457.0
10057,5,h,2630000.0,S,Marshall,2016,11.2,3.0,2.0,777.0,Boroondara City Council,Southern Metropolitan,5457.0
10059,3,u,880000.0,S,Fletchers,2017,11.2,1.0,2.0,217.0,Boroondara City Council,Southern Metropolitan,5457.0
10061,5,h,1650000.0,VB,hockingstuart,2016,11.2,5.0,2.0,693.0,Boroondara City Council,Southern Metropolitan,5457.0
10062,3,h,1755000.0,S,Fletchers,2016,11.2,2.0,2.0,808.0,Boroondara City Council,Southern Metropolitan,5457.0
10063,4,h,1700000.0,S,Marshall,2016,11.2,1.0,1.0,579.0,Boroondara City Council,Southern Metropolitan,5457.0
10064,4,h,1900000.0,VB,Marshall,2016,11.2,2.0,2.0,593.4889333778223,Boroondara City Council,Southern Metropolitan,5457.0
10065,2,u,805000.0,S,hockingstuart,2016,11.2,1.0,2.0,297.0,Boroondara City Council,Southern Metropolitan,5457.0
10066,5,h,1975000.0,VB,Marshall,2016,11.2,2.0,2.0,641.0,Boroondara City Council,Southern Metropolitan,5457.0
10067,4,t,1280000.0,S,Hamilton,2016,11.2,2.0,2.0,593.4889333778223,Boroondara City Council,Southern Metropolitan,5457.0
10068,2,u,610000.0,PI,Marshall,2016,11.2,1.0,1.0,102.0,Boroondara City Council,Southern Metropolitan,5457.0
10069,4,h,2003000.0,S,Jellis,2016,11.2,2.0,1.0,383.0,Boroondara City Council,Southern Metropolitan,5457.0
10070,2,u,831000.0,S,Noel,2016,11.2,1.0,1.0,982.0,Boroondara City Council,Southern Metropolitan,5457.0
10074,5,h,1350000.0,S,Fletchers,2016,11.2,2.0,2.0,677.0,Boroondara City Council,Southern Metropolitan,5457.0
10075,2,u,550000.0,SP,Jellis,2016,11.2,1.0,1.0,174.0,Boroondara City Council,Southern Metropolitan,5457.0
10076,4,h,1850000.0,VB,Marshall,2016,11.2,2.0,2.0,612.0,Boroondara City Council,Southern Metropolitan,5457.0
10078,4,h,2050000.0,VB,Jellis,2016,11.2,2.0,2.0,949.0,Boroondara City Council,Southern Metropolitan,5457.0
10079,5,h,2100000.0,PI,Ray,2016,11.2,2.0,2.0,1025.0,Boroondara City Council,Southern Metropolitan,5457.0
10080,3,h,1150000.0,S,Marshall,2016,11.2,2.0,1.0,247.0,Boroondara City Council,Southern Metropolitan,5457.0
10081,2,u,823000.0,S,Fletchers,2016,11.2,1.0,2.0,165.0,Boroondara City Council,Southern Metropolitan,5457.0
10082,5,h,2100000.0,VB,Marshall,2016,11.2,4.0,3.0,827.0,Boroondara City Council,Southern Metropolitan,5457.0
10083,2,t,770500.0,S,Jellis,2016,11.2,2.0,1.0,88.0,Boroondara City Council,Southern Metropolitan,5457.0
10084,4,h,1250000.0,PI,Jellis,2016,11.2,2.0,2.0,457.0,Boroondara City Council,Southern Metropolitan,5457.0
10086,2,u,600000.0,PI,Noel,2016,11.2,1.0,1.0,101.0,Boroondara City Council,Southern Metropolitan,5457.0
10087,3,t,1080000.0,VB,hockingstuart,2017,11.2,2.0,2.0,593.4889333778223,Boroondara City Council,Southern Metropolitan,5457.0
10088,3,t,1520000.0,S,Harcourts,2017,11.2,2.0,2.0,593.4889333778223,Boroondara City Council,Southern Metropolitan,5457.0
10090,4,h,2060000.0,S,Fletchers,2017,11.2,2.0,2.0,745.0,Boroondara City Council,Southern Metropolitan,5457.0
10091,4,h,1750000.0,PI,Jellis,2017,11.2,2.0,3.0,817.0,Boroondara City Council,Southern Metropolitan,5457.0
10092,4,h,1725000.0,S,Jellis,2016,11.2,2.0,2.0,798.0,Boroondara City Council,Southern Metropolitan,5457.0
10097,4,h,1703000.0,S,Marshall,2016,11.2,2.0,2.0,593.4889333778223,Boroondara City Council,Southern Metropolitan,5457.0
10098,2,u,620000.0,S,Fletchers,2016,11.2,1.0,1.0,96.0,Boroondara City Council,Southern Metropolitan,5457.0
10099,2,u,562500.0,S,Jellis,2016,11.2,1.0,0.0,0.0,Boroondara City Council,Southern Metropolitan,5457.0
10101,4,h,1850000.0,S,Nelson,2016,11.2,2.0,2.0,632.0,Boroondara City Council,Southern Metropolitan,5457.0
10102,4,h,2125000.0,PI,Marshall,2016,11.2,2.0,2.0,702.0,Boroondara City Council,Southern Metropolitan,5457.0
10103,2,u,656000.0,S,Fletchers,2016,11.2,1.0,1.0,951.0,Boroondara City Council,Southern Metropolitan,5457.0
10104,4,h,1650000.0,S,Fletchers,2016,11.2,1.0,0.0,437.0,Boroondara City Council,Southern Metropolitan,5457.0
10106,5,h,1518000.0,S,Fletchers,2016,11.2,2.0,1.0,632.0,Boroondara City Council,Southern Metropolitan,5457.0
10107,3,h,1560000.0,S,hockingstuart,2016,11.2,2.0,1.0,335.0,Boroondara City Council,Southern Metropolitan,5457.0
10110,3,h,1185000.0,S,Ray,2017,11.2,2.0,2.0,267.0,Boroondara City Council,Southern Metropolitan,5457.0
10111,3,t,865000.0,S,Noel,2017,11.2,1.0,1.0,217.0,Boroondara City Council,Southern Metropolitan,5457.0
10112,3,h,1135000.0,S,Jellis,2017,11.2,1.0,2.0,414.0,Boroondara City Council,Southern Metropolitan,5457.0
10113,4,h,2160000.0,PI,Jellis,2017,11.2,3.0,4.0,1064.0,Boroondara City Council,Southern Metropolitan,5457.0
10114,2,u,899000.0,S,Noel,2017,11.2,1.0,1.0,226.0,Boroondara City Council,Southern Metropolitan,5457.0
10115,6,h,2000000.0,VB,Jellis,2016,11.2,3.0,4.0,650.0,Boroondara City Council,Southern Metropolitan,5457.0
10118,3,h,2300000.0,S,Fletchers,2016,11.2,2.0,1.0,735.0,Boroondara City Council,Southern Metropolitan,5457.0
10119,2,u,520000.0,S,Woodards,2016,11.2,1.0,1.0,0.0,Boroondara City Council,Southern Metropolitan,5457.0
10120,5,h,2450000.0,S,Marshall,2016,11.2,4.0,2.0,1076.0,Boroondara City Council,Southern Metropolitan,5457.0
